0.574,0.766,0.742,0.638,0.976,0.958,0.578,0.914,0.842,0.73
0.84,0.928,0.93,0.832,0.956,0.966,0.85,0.976,0.954,0.918
0.932,0.946,0.976,0.88,0.88,0.914,0.918,0.964,0.974,0.944
0.96,0.952,0.982,0.896,0.844,0.87,0.944,0.946,0.972,0.954
0.96,0.95,0.976,0.898,0.84,0.858,0.966,0.948,0.964,0.95
0.96,0.952,0.974,0.91,0.856,0.89,0.966,0.946,0.964,0.956
0.952,0.948,0.966,0.908,0.87,0.9,0.97,0.944,0.968,0.938
0.952,0.936,0.966,0.896,0.894,0.906,0.972,0.952,0.968,0.916
0.946,0.916,0.958,0.882,0.912,0.94,0.97,0.956,0.968,0.91
